40,42.91,0.45
18.4,40.93,-0.1
14.18,40.86,0.2
13.129999999999999,36.45,-0.1
13.129999999999999,36.79,-0.4
17.13,37.67,-0.1
17.17,37.19,-0.4
14.17,38.12,-0.1
12.14,34.86,-0.1
14.120000000000001,38.32,-0.1
11.14,34.41,-0.7
19.11,40.28,-0.1
11.19,36.02,-0.1
17.11,41.39,0.35
16.17,41.16,0.2
18.16,35.76,-0.1
10.18,40.27,-0.1
14.1,40.56,0.8
16.14,36.94,-0.4
9.15,33.54,-0.7
17.09,36.46,-0.25
14.17,39.39,0.2
17.14,39.95,0.5
15.17,39.68,-0.1
14.15,40.37,0.2
9.14,37.42,-0.4
23.09,39.1,0.2
16.23,37.36,-0.4
11.16,37.62,-0.1
14.11,35.85,-0.1
14.14,35.63,-0.4
15.14,38.05,-0.1
11.15,39.51,-0.25
14.11,37.56,-0.1
12.14,40.12,0.5
19.11,38.79,-0.4
13.19,34.86,-0.4
14.129999999999999,39.21,-0.1
12.14,38.3,-0.1
14.120000000000001,40.07,0.35
14.129999999999999,38.61,0.2
19.14,38.8,0.2
11.19,35.44,-0.1
17.11,38.18,0.2
16.17,41.63,0.2
24.16,44.14,0.65
14.24,37.85,-0.1
10.14,38.5,-0.1
17.09,37.65,-0.4
8.17,36.81,-0.1
15.08,35.96,-0.4
10.15,38.11,-0.1
17.1,38.97,0.2
11.16,36.99,-0.1
16.11,40.94,0.5
12.16,38.01,-0.1
7.12,34.93,-0.4
12.07,38.67,-0.1
13.120000000000001,38.07,-0.1
20.13,38.13,0.2
18.2,39.77,-0.1
14.17,39.84,-0.1
21.13,41.16,0.2
16.21,40.53,0.05
8.16,31.16,-0.4
11.08,36.73,-0.1
11.11,35.76,-0.7
7.11,32.18,-0.7
22.07,43.46,0.8
16.21,38.18,0.65
12.16,35.82,-0.1
13.120000000000001,34.76,-0.4
18.13,41.43,0.3
12.18,37.35,-0.1
10.120000000000001,36.84,-0.1
16.1,38.71,-0.1
15.16,37.74,-0.1
14.15,35.38,-0.1
16.14,38.76,0.35
12.16,39.14,-0.1
20.12,38.86,0.2
19.2,40.78,0.5
17.189999999999998,36.14,-0.4
17.17,38.04,-0.1
13.17,37.24,-0.1
13.129999999999999,37.78,-0.4
11.129999999999999,34.39,-0.7
16.11,36.24,0.2
8.16,35.44,-0.4
16.08,36.87,-0.1
14.16,34.69,-0.7
14.14,36.65,-0.4
17.14,38.37,-0.1
12.17,39.58,-0.4
12.120000000000001,36.14,-0.1
11.11,34.13,-0.7
18.11,40.08,-0.1
10.17,39.24,-0.1
10.1,38.24,-0.1
16.09,39.69,0.2
15.16,38.98,0.2
15.15,37.82,-0.4
21.14,41.23,0.5
15.2,40.66,-0.1
12.15,42.9,0.2
18.12,38.0,-0.4
