31,38.25,-0.4
5.3100000000000005,34.37,-0.55
0.05,30.16,-0.55
0.0,27.92,-0.7
0.0,28.71,-0.7
0.0,30.1,-0.7
0.0,24.41,-0.7
0.0,27.63,-0.7
0.0,29.07,-0.7
0.0,26.28,-0.7
0.0,27.86,-0.7
0.0,29.68,-0.7
0.0,25.06,-0.7
0.0,30.28,-0.7
0.0,27.47,-0.7
0.0,28.52,-0.7
0.0,30.96,-0.7
0.0,28.78,-0.7
0.0,24.83,-0.7
0.0,29.49,-0.7
0.0,30.37,-0.4
0.0,25.8,-0.7
0.0,29.31,-0.7
0.0,27.32,-0.7
0.0,27.93,-0.7
0.0,27.74,-0.7
0.0,27.92,-0.7
0.0,29.24,-0.7
0.0,27.91,-0.7
0.0,30.06,-0.7
0.0,27.04,-0.7
0.0,26.73,-0.7
0.0,27.05,-0.7
0.0,29.51,-0.7
0.0,26.06,-0.7
0.0,28.12,-0.7
0.0,27.89,-0.55
0.0,22.76,-0.7
0.0,25.43,-0.7
0.0,25.06,-0.7
0.0,26.67,-0.7
0.0,30.88,-0.7
0.0,24.32,-0.7
0.0,28.19,-0.7
0.0,25.69,-0.7
0.0,25.37,-0.7
0.0,26.31,-0.7
0.0,26.34,-0.7
0.0,26.38,-0.7
0.0,26.87,-0.7
0.0,25.85,-0.7
0.0,28.82,-0.7
0.0,27.29,-0.7
0.0,28.08,-0.7
0.0,24.6,-0.7
0.0,33.24,-0.4
0.0,27.84,-0.7
0.0,27.62,-0.7
0.0,23.4,-0.7
0.0,24.97,-0.7
0.0,26.66,-0.7
0.0,23.51,-0.7
0.0,26.89,-0.7
0.0,25.91,-0.7
0.0,22.45,-0.7
0.0,29.54,-0.55
0.0,23.63,-0.7
0.0,23.15,-0.7
0.0,24.4,-0.7
0.0,27.42,-0.7
0.0,28.48,-0.4
0.0,26.18,-0.7
0.0,26.79,-0.7
0.0,26.26,-0.4
0.0,27.54,-0.7
0.0,21.37,-0.55
0.0,24.41,-0.4
0.0,24.3,-0.4
0.0,25.12,-0.4
0.0,24.68,-0.4
0.0,26.17,-0.4
0.0,24.56,-0.4
0.0,23.83,-0.4
0.0,19.43,-0.4
0.0,24.95,-0.4
0.0,25.84,-0.4
0.0,25.42,-0.4
0.0,23.77,-0.4
0.0,21.71,-0.4
0.0,23.58,-0.7
0.0,21.08,-0.4
0.0,22.8,-0.4
0.0,25.49,-0.4
0.0,22.58,-0.4
0.0,24.45,-0.4
0.0,24.88,-0.4
0.0,20.94,-0.7
0.0,24.16,-0.4
0.0,22.56,-0.4
0.0,21.07,-0.4
